turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,casilla_destino,nombre_casilla
1,1,ana,6,2,8,1,9,no,9,gris2
2,2,bob,2,4,6,1,7,no,7,gris1
3,3,carla,4,3,7,1,8,no,8,suerte2
4,4,diego,1,3,4,1,5,no,5,impuesto1
5,5,elena,4,4,8,1,9,no,9,gris2
6,6,fernando,3,2,5,1,6,no,6,estacion1
7,7,gema,3,4,7,1,8,no,8,suerte2
8,8,hugo,2,3,5,1,6,no,6,estacion1
9,1,ana,3,1,4,9,13,no,13,impuesto2
10,2,bob,6,2,8,7,15,no,15,rosa3
11,3,carla,5,1,6,8,14,no,14,rosa2
12,4,diego,1,1,2,5,7,no,7,gris1
13,5,elena,4,1,5,9,14,no,14,rosa2
14,6,fernando,1,5,6,6,12,no,12,rosa1
15,7,gema,4,6,10,8,18,no,18,suerte3
16,8,hugo,2,1,3,6,9,no,9,gris2
17,1,ana,6,5,11,13,24,no,24,rojo2
18,2,bob,2,1,3,15,18,no,18,suerte3
19,3,carla,6,4,10,14,24,no,24,rojo2
20,4,diego,5,3,8,7,15,no,15,rosa3
21,5,elena,1,2,3,14,17,no,17,naranja1
22,6,fernando,3,4,7,12,19,no,19,naranja2
23,7,gema,1,4,5,18,23,no,23,suerte4
24,8,hugo,5,6,11,9,20,no,20,naranja3
25,1,ana,4,2,6,24,30,no,30,amarillo3
26,2,bob,3,6,9,18,27,no,27,amarillo1
27,3,carla,2,4,6,24,30,no,30,amarillo3
28,4,diego,6,1,7,15,22,no,22,rojo1
29,5,elena,5,1,6,17,23,no,23,suerte4
30,6,fernando,1,1,2,19,21,no,21,parking
31,7,gema,4,5,9,23,32,no,32,verde1
32,8,hugo,2,5,7,20,27,no,27,amarillo1
33,1,ana,3,5,8,30,38,no,38,azul1
34,2,bob,2,6,8,27,35,no,35,verde3
35,3,carla,2,2,4,30,34,no,34,suerte5
36,4,diego,5,6,11,22,33,no,33,verde2
37,5,elena,3,4,7,23,30,no,30,amarillo3
38,6,fernando,6,1,7,21,28,no,28,amarillo2
39,7,gema,2,3,5,32,37,no,37,suerte6
40,8,hugo,6,2,8,27,35,no,35,verde3
41,1,ana,2,5,7,38,5,si,5,impuesto1
42,2,bob,3,5,8,35,3,si,3,suerte1
43,3,carla,4,1,5,34,39,no,39,impuesto4
44,4,diego,2,5,7,33,40,no,40,azul2
45,5,elena,1,5,6,30,36,no,36,estacion4
46,6,fernando,4,6,10,28,38,no,38,azul1
47,7,gema,3,1,4,37,1,si,1,salida
48,8,hugo,3,5,8,35,3,si,3,suerte1
49,1,ana,1,4,5,5,10,no,10,gris3
50,2,bob,3,2,5,3,8,no,8,suerte2
51,3,carla,2,4,6,39,5,si,5,impuesto1
52,4,diego,3,3,6,40,6,si,6,estacion1
53,5,elena,5,6,11,36,7,si,7,gris1
54,6,fernando,2,4,6,38,4,si,4,morado2
55,7,gema,6,2,8,1,9,no,9,gris2
56,8,hugo,2,1,3,3,6,no,6,estacion1
57,1,ana,6,6,12,10,22,no,22,rojo1
58,2,bob,5,4,9,8,17,no,17,naranja1
59,3,carla,1,1,2,5,7,no,7,gris1
60,4,diego,4,6,10,6,16,no,16,estacion2
61,5,elena,6,3,9,7,16,no,16,estacion2
62,6,fernando,3,6,9,4,13,no,13,impuesto2
63,7,gema,5,6,11,9,20,no,20,naranja3
64,8,hugo,4,4,8,6,14,no,14,rosa2
65,1,ana,1,6,7,22,29,no,29,impuesto3
66,2,bob,6,2,8,17,25,no,25,rojo3
67,3,carla,3,6,9,7,16,no,16,estacion2
68,4,diego,3,1,4,16,20,no,20,naranja3
69,5,elena,6,6,12,16,28,no,28,amarillo2
70,6,fernando,6,2,8,13,21,no,21,parking
71,7,gema,4,3,7,20,27,no,27,amarillo1
72,8,hugo,3,3,6,14,20,no,20,naranja3
73,1,ana,5,4,9,29,38,no,38,azul1
74,2,bob,1,4,5,25,30,no,30,amarillo3
75,3,carla,3,3,6,16,22,no,22,rojo1
76,4,diego,3,3,6,20,26,no,26,estacion3
77,5,elena,6,5,11,28,39,no,39,impuesto4
78,6,fernando,6,3,9,21,30,no,30,amarillo3
79,7,gema,4,2,6,27,33,no,33,verde2
80,8,hugo,5,3,8,20,28,no,28,amarillo2
81,1,ana,6,1,7,38,5,si,5,impuesto1
82,2,bob,1,4,5,30,35,no,35,verde3
83,3,carla,3,4,7,22,29,no,29,impuesto3
84,4,diego,2,6,8,26,34,no,34,suerte5
85,5,elena,5,1,6,39,5,si,5,impuesto1
86,6,fernando,2,2,4,30,34,no,34,suerte5
87,7,gema,6,6,12,33,5,si,5,impuesto1
88,8,hugo,2,6,8,28,36,no,36,estacion4
89,1,ana,3,2,5,5,10,no,10,gris3
90,2,bob,1,3,4,35,39,no,39,impuesto4
91,3,carla,1,5,6,29,35,no,35,verde3
92,4,diego,5,5,10,34,4,si,4,morado2
93,5,elena,2,2,4,5,9,no,9,gris2
94,6,fernando,5,4,9,34,3,si,3,suerte1
95,7,gema,5,6,11,5,16,no,16,estacion2
96,8,hugo,4,2,6,36,2,si,2,morado1
97,1,ana,1,4,5,10,15,no,15,rosa3
98,2,bob,4,3,7,39,6,si,6,estacion1
99,3,carla,1,1,2,35,37,no,37,suerte6
100,4,diego,5,4,9,4,13,no,13,impuesto2
101,5,elena,2,5,7,9,16,no,16,estacion2
102,6,fernando,4,4,8,3,11,no,11,visita_carcel
103,7,gema,1,5,6,16,22,no,22,rojo1
104,8,hugo,4,6,10,2,12,no,12,rosa1
105,1,ana,6,2,8,15,23,no,23,suerte4
106,2,bob,3,1,4,6,10,no,10,gris3
107,3,carla,3,3,6,37,3,si,3,suerte1
108,4,diego,1,6,7,13,20,no,20,naranja3
109,5,elena,5,4,9,16,25,no,25,rojo3
110,6,fernando,5,1,6,11,17,no,17,naranja1
111,7,gema,5,1,6,22,28,no,28,amarillo2
112,8,hugo,6,5,11,12,23,no,23,suerte4
113,1,ana,1,3,4,23,27,no,27,amarillo1
114,2,bob,3,3,6,10,16,no,16,estacion2
115,3,carla,2,3,5,3,8,no,8,suerte2
116,4,diego,1,2,3,20,23,no,23,suerte4
117,5,elena,5,5,10,25,35,no,35,verde3
118,6,fernando,4,3,7,17,24,no,24,rojo2
119,7,gema,5,2,7,28,35,no,35,verde3
120,8,hugo,6,1,7,23,30,no,30,amarillo3
121,1,ana,2,1,3,27,30,no,30,amarillo3
122,2,bob,5,1,6,16,22,no,22,rojo1
123,3,carla,5,4,9,8,17,no,17,naranja1
124,4,diego,4,2,6,23,29,no,29,impuesto3
125,5,elena,1,6,7,35,2,si,2,morado1
126,6,fernando,2,1,3,24,27,no,27,amarillo1
127,7,gema,6,2,8,35,3,si,3,suerte1
128,8,hugo,4,1,5,30,35,no,35,verde3
129,1,ana,2,4,6,30,36,no,36,estacion4
130,2,bob,3,6,9,22,31,no,31,carcel
131,3,carla,4,4,8,17,25,no,25,rojo3
132,4,diego,4,4,8,29,37,no,37,suerte6
133,5,elena,6,3,9,2,11,no,11,visita_carcel
134,6,fernando,1,2,3,27,30,no,30,amarillo3
135,7,gema,5,6,11,3,14,no,14,rosa2
136,8,hugo,5,4,9,35,4,si,4,morado2
137,1,ana,4,1,5,36,1,si,1,salida
138,2,bob,2,5,7,31,38,no,38,azul1
139,3,carla,1,1,2,25,27,no,27,amarillo1
140,4,diego,2,5,7,37,4,si,4,morado2
141,5,elena,1,6,7,11,18,no,18,suerte3
142,6,fernando,3,5,8,30,38,no,38,azul1
143,7,gema,5,3,8,14,22,no,22,rojo1
144,8,hugo,4,3,7,4,11,no,11,visita_carcel
145,1,ana,5,2,7,1,8,no,8,suerte2
146,2,bob,6,4,10,38,8,si,8,suerte2
147,3,carla,6,6,12,27,39,no,39,impuesto4
148,4,diego,5,5,10,4,14,no,14,rosa2
149,5,elena,1,2,3,18,21,no,21,parking
150,6,fernando,2,4,6,38,4,si,4,morado2
151,7,gema,3,6,9,22,31,no,31,carcel
152,8,hugo,4,2,6,11,17,no,17,naranja1
153,1,ana,3,6,9,8,17,no,17,naranja1
154,2,bob,3,5,8,8,16,no,16,estacion2
155,3,carla,1,1,2,39,1,si,1,salida
156,4,diego,3,5,8,14,22,no,22,rojo1
157,5,elena,3,5,8,21,29,no,29,impuesto3
158,6,fernando,3,2,5,4,9,no,9,gris2
159,7,gema,6,2,8,31,39,no,39,impuesto4
160,8,hugo,3,2,5,17,22,no,22,rojo1
161,1,ana,2,5,7,17,24,no,24,rojo2
162,2,bob,2,1,3,16,19,no,19,naranja2
163,3,carla,6,4,10,1,11,no,11,visita_carcel
164,4,diego,3,4,7,22,29,no,29,impuesto3
165,5,elena,1,5,6,29,35,no,35,verde3
166,6,fernando,3,3,6,9,15,no,15,rosa3
167,7,gema,3,2,5,39,4,si,4,morado2
168,8,hugo,5,4,9,22,31,no,31,carcel
169,1,ana,5,2,7,24,31,no,31,carcel
170,2,bob,4,4,8,19,27,no,27,amarillo1
171,3,carla,3,6,9,11,20,no,20,naranja3
172,4,diego,6,3,9,29,38,no,38,azul1
173,5,elena,5,6,11,35,6,si,6,estacion1
174,6,fernando,5,1,6,15,21,no,21,parking
175,7,gema,2,3,5,4,9,no,9,gris2
176,8,hugo,1,6,7,31,38,no,38,azul1
177,1,ana,6,1,7,31,38,no,38,azul1
178,2,bob,1,5,6,27,33,no,33,verde2
179,3,carla,4,3,7,20,27,no,27,amarillo1
180,4,diego,5,6,11,38,9,si,9,gris2
181,5,elena,6,2,8,6,14,no,14,rosa2
182,6,fernando,2,4,6,21,27,no,27,amarillo1
183,7,gema,4,3,7,9,16,no,16,estacion2
184,8,hugo,1,3,4,38,2,si,2,morado1
185,1,ana,4,4,8,38,6,si,6,estacion1
186,2,bob,3,2,5,33,38,no,38,azul1
187,3,carla,3,4,7,27,34,no,34,suerte5
188,4,diego,2,3,5,9,14,no,14,rosa2
189,5,elena,3,1,4,14,18,no,18,suerte3
190,6,fernando,6,2,8,27,35,no,35,verde3
191,7,gema,5,1,6,16,22,no,22,rojo1
192,8,hugo,1,1,2,2,4,no,4,morado2
193,1,ana,4,1,5,6,11,no,11,visita_carcel
194,2,bob,1,5,6,38,4,si,4,morado2
195,3,carla,4,6,10,34,4,si,4,morado2
196,4,diego,2,1,3,14,17,no,17,naranja1
197,5,elena,6,5,11,18,29,no,29,impuesto3
198,6,fernando,2,1,3,35,38,no,38,azul1
199,7,gema,6,4,10,22,32,no,32,verde1
200,8,hugo,5,3,8,4,12,no,12,rosa1
201,1,ana,1,2,3,11,14,no,14,rosa2
202,2,bob,3,4,7,4,11,no,11,visita_carcel
203,3,carla,1,4,5,4,9,no,9,gris2
204,4,diego,5,6,11,17,28,no,28,amarillo2
205,5,elena,4,2,6,29,35,no,35,verde3
206,6,fernando,3,6,9,38,7,si,7,gris1
207,7,gema,2,4,6,32,38,no,38,azul1
208,8,hugo,6,1,7,12,19,no,19,naranja2
209,1,ana,5,1,6,14,20,no,20,naranja3
210,2,bob,1,1,2,11,13,no,13,impuesto2
211,3,carla,4,5,9,9,18,no,18,suerte3
212,4,diego,2,5,7,28,35,no,35,verde3
213,5,elena,3,5,8,35,3,si,3,suerte1
214,6,fernando,2,6,8,7,15,no,15,rosa3
215,7,gema,2,2,4,38,2,si,2,morado1
216,8,hugo,5,6,11,19,30,no,30,amarillo3
217,1,ana,3,4,7,20,27,no,27,amarillo1
218,2,bob,6,1,7,13,20,no,20,naranja3
219,3,carla,2,3,5,18,23,no,23,suerte4
220,4,diego,6,2,8,35,3,si,3,suerte1
221,5,elena,2,5,7,3,10,no,10,gris3
222,6,fernando,3,5,8,15,23,no,23,suerte4
223,7,gema,4,1,5,2,7,no,7,gris1
224,8,hugo,2,5,7,30,37,no,37,suerte6
225,1,ana,1,5,6,27,33,no,33,verde2
226,2,bob,4,6,10,20,30,no,30,amarillo3
227,3,carla,3,1,4,23,27,no,27,amarillo1
228,4,diego,3,5,8,3,11,no,11,visita_carcel
229,5,elena,1,4,5,10,15,no,15,rosa3
230,6,fernando,3,2,5,23,28,no,28,amarillo2
231,7,gema,2,4,6,7,13,no,13,impuesto2
232,8,hugo,3,3,6,37,3,si,3,suerte1
233,1,ana,5,6,11,33,4,si,4,morado2
234,2,bob,2,4,6,30,36,no,36,estacion4
235,3,carla,6,2,8,27,35,no,35,verde3
236,4,diego,2,1,3,11,14,no,14,rosa2
237,5,elena,6,6,12,15,27,no,27,amarillo1
238,6,fernando,5,4,9,28,37,no,37,suerte6
239,7,gema,1,1,2,13,15,no,15,rosa3
240,8,hugo,4,6,10,3,13,no,13,impuesto2
241,1,ana,6,3,9,4,13,no,13,impuesto2
242,2,bob,3,6,9,36,5,si,5,impuesto1
243,3,carla,5,6,11,35,6,si,6,estacion1
244,4,diego,4,4,8,14,22,no,22,rojo1
245,5,elena,1,6,7,27,34,no,34,suerte5
246,6,fernando,6,2,8,37,5,si,5,impuesto1
247,7,gema,3,6,9,15,24,no,24,rojo2
248,8,hugo,3,1,4,13,17,no,17,naranja1
249,1,ana,6,6,12,13,25,no,25,rojo3
250,2,bob,6,2,8,5,13,no,13,impuesto2
251,3,carla,4,3,7,6,13,no,13,impuesto2
252,4,diego,3,3,6,22,28,no,28,amarillo2
253,5,elena,5,4,9,34,3,si,3,suerte1
254,6,fernando,1,4,5,5,10,no,10,gris3
255,7,gema,3,3,6,24,30,no,30,amarillo3
256,8,hugo,3,3,6,17,23,no,23,suerte4
257,1,ana,6,5,11,25,36,no,36,estacion4
258,2,bob,6,3,9,13,22,no,22,rojo1
259,3,carla,4,2,6,13,19,no,19,naranja2
260,4,diego,5,3,8,28,36,no,36,estacion4
261,5,elena,6,1,7,3,10,no,10,gris3
262,6,fernando,1,4,5,10,15,no,15,rosa3
263,7,gema,3,4,7,30,37,no,37,suerte6
264,8,hugo,2,6,8,23,31,no,31,carcel
265,1,ana,5,1,6,36,2,si,2,morado1
266,2,bob,2,2,4,22,26,no,26,estacion3
267,3,carla,6,6,12,19,31,no,31,carcel
268,4,diego,2,6,8,36,4,si,4,morado2
269,5,elena,3,2,5,10,15,no,15,rosa3
270,6,fernando,1,3,4,15,19,no,19,naranja2
271,7,gema,1,5,6,37,3,si,3,suerte1
272,8,hugo,5,5,10,31,1,si,1,salida
273,1,ana,2,2,4,2,6,no,6,estacion1
274,2,bob,5,4,9,26,35,no,35,verde3
275,3,carla,5,6,11,31,2,si,2,morado1
276,4,diego,4,2,6,4,10,no,10,gris3
277,5,elena,1,4,5,15,20,no,20,naranja3
278,6,fernando,4,3,7,19,26,no,26,estacion3
279,7,gema,1,1,2,3,5,no,5,impuesto1
280,8,hugo,5,4,9,1,10,no,10,gris3
281,1,ana,2,5,7,6,13,no,13,impuesto2
282,2,bob,4,4,8,35,3,si,3,suerte1
283,3,carla,1,5,6,2,8,no,8,suerte2
284,4,diego,4,6,10,10,20,no,20,naranja3
285,5,elena,6,2,8,20,28,no,28,amarillo2
286,6,fernando,3,1,4,26,30,no,30,amarillo3
287,7,gema,3,3,6,5,11,no,11,visita_carcel
288,8,hugo,1,6,7,10,17,no,17,naranja1
289,1,ana,5,4,9,13,22,no,22,rojo1
290,2,bob,5,1,6,3,9,no,9,gris2
291,3,carla,5,1,6,8,14,no,14,rosa2
292,4,diego,6,5,11,20,31,no,31,carcel
293,5,elena,1,3,4,28,32,no,32,verde1
294,6,fernando,3,3,6,30,36,no,36,estacion4
295,7,gema,2,3,5,11,16,no,16,estacion2
296,8,hugo,1,2,3,17,20,no,20,naranja3
297,1,ana,5,5,10,22,32,no,32,verde1
298,2,bob,4,3,7,9,16,no,16,estacion2
299,3,carla,5,2,7,14,21,no,21,parking
300,4,diego,6,1,7,31,38,no,38,azul1
301,5,elena,2,1,3,32,35,no,35,verde3
302,6,fernando,5,1,6,36,2,si,2,morado1
303,7,gema,5,4,9,16,25,no,25,rojo3
304,8,hugo,4,2,6,20,26,no,26,estacion3
305,1,ana,1,6,7,32,39,no,39,impuesto4
306,2,bob,2,1,3,16,19,no,19,naranja2
307,3,carla,6,2,8,21,29,no,29,impuesto3
308,4,diego,4,1,5,38,3,si,3,suerte1
309,5,elena,2,4,6,35,1,si,1,salida
310,6,fernando,3,6,9,2,11,no,11,visita_carcel
311,7,gema,4,4,8,25,33,no,33,verde2
312,8,hugo,4,4,8,26,34,no,34,suerte5
313,1,ana,6,3,9,39,8,si,8,suerte2
314,2,bob,1,2,3,19,22,no,22,rojo1
315,3,carla,5,6,11,29,40,no,40,azul2
316,4,diego,5,4,9,3,12,no,12,rosa1
317,5,elena,4,1,5,1,6,no,6,estacion1
318,6,fernando,2,5,7,11,18,no,18,suerte3
319,7,gema,1,1,2,33,35,no,35,verde3
320,8,hugo,2,5,7,34,1,si,1,salida
321,1,ana,1,6,7,8,15,no,15,rosa3
322,2,bob,3,5,8,22,30,no,30,amarillo3
323,3,carla,5,3,8,40,8,si,8,suerte2
324,4,diego,4,3,7,12,19,no,19,naranja2
325,5,elena,5,2,7,6,13,no,13,impuesto2
326,6,fernando,6,4,10,18,28,no,28,amarillo2
327,7,gema,6,6,12,35,7,si,7,gris1
328,8,hugo,5,5,10,1,11,no,11,visita_carcel
329,1,ana,1,2,3,15,18,no,18,suerte3
330,2,bob,2,4,6,30,36,no,36,estacion4
331,3,carla,3,6,9,8,17,no,17,naranja1
332,4,diego,4,2,6,19,25,no,25,rojo3
333,5,elena,3,6,9,13,22,no,22,rojo1
334,6,fernando,3,5,8,28,36,no,36,estacion4
335,7,gema,1,1,2,7,9,no,9,gris2
336,8,hugo,3,5,8,11,19,no,19,naranja2
337,1,ana,3,5,8,18,26,no,26,estacion3
338,2,bob,3,2,5,36,1,si,1,salida
339,3,carla,6,2,8,17,25,no,25,rojo3
340,4,diego,3,2,5,25,30,no,30,amarillo3
341,5,elena,2,5,7,22,29,no,29,impuesto3
342,6,fernando,2,1,3,36,39,no,39,impuesto4
343,7,gema,6,4,10,9,19,no,19,naranja2
344,8,hugo,3,4,7,19,26,no,26,estacion3
345,1,ana,1,5,6,26,32,no,32,verde1
346,2,bob,3,3,6,1,7,no,7,gris1
347,3,carla,3,2,5,25,30,no,30,amarillo3
348,4,diego,5,4,9,30,39,no,39,impuesto4
349,5,elena,5,2,7,29,36,no,36,estacion4
350,6,fernando,4,4,8,39,7,si,7,gris1
351,7,gema,3,6,9,19,28,no,28,amarillo2
352,8,hugo,6,3,9,26,35,no,35,verde3
353,1,ana,5,6,11,32,3,si,3,suerte1
354,2,bob,5,1,6,7,13,no,13,impuesto2
355,3,carla,2,3,5,30,35,no,35,verde3
356,4,diego,1,6,7,39,6,si,6,estacion1
357,5,elena,6,1,7,36,3,si,3,suerte1
358,6,fernando,1,5,6,7,13,no,13,impuesto2
359,7,gema,4,3,7,28,35,no,35,verde3
360,8,hugo,5,6,11,35,6,si,6,estacion1
361,1,ana,6,2,8,3,11,no,11,visita_carcel
362,2,bob,2,4,6,13,19,no,19,naranja2
363,3,carla,4,3,7,35,2,si,2,morado1
364,4,diego,1,3,4,6,10,no,10,gris3
365,5,elena,4,4,8,3,11,no,11,visita_carcel
366,6,fernando,3,2,5,13,18,no,18,suerte3
367,7,gema,3,4,7,35,2,si,2,morado1
368,8,hugo,2,3,5,6,11,no,11,visita_carcel
369,1,ana,3,1,4,11,15,no,15,rosa3
370,2,bob,6,2,8,19,27,no,27,amarillo1
371,3,carla,5,1,6,2,8,no,8,suerte2
372,4,diego,1,1,2,10,12,no,12,rosa1
373,5,elena,4,1,5,11,16,no,16,estacion2
374,6,fernando,1,5,6,18,24,no,24,rojo2
375,7,gema,4,6,10,2,12,no,12,rosa1
376,8,hugo,2,1,3,11,14,no,14,rosa2
377,1,ana,6,5,11,15,26,no,26,estacion3
378,2,bob,2,1,3,27,30,no,30,amarillo3
379,3,carla,6,4,10,8,18,no,18,suerte3
380,4,diego,5,3,8,12,20,no,20,naranja3
381,5,elena,1,2,3,16,19,no,19,naranja2
382,6,fernando,3,4,7,24,31,no,31,carcel
383,7,gema,1,4,5,12,17,no,17,naranja1
384,8,hugo,5,6,11,14,25,no,25,rojo3
385,1,ana,4,2,6,26,32,no,32,verde1
386,2,bob,3,6,9,30,39,no,39,impuesto4
387,3,carla,2,4,6,18,24,no,24,rojo2
388,4,diego,6,1,7,20,27,no,27,amarillo1
389,5,elena,5,1,6,19,25,no,25,rojo3
390,6,fernando,1,1,2,31,33,no,33,verde2
391,7,gema,4,5,9,17,26,no,26,estacion3
392,8,hugo,2,5,7,25,32,no,32,verde1
393,1,ana,3,5,8,32,40,no,40,azul2
394,2,bob,2,6,8,39,7,si,7,gris1
395,3,carla,2,2,4,24,28,no,28,amarillo2
396,4,diego,5,6,11,27,38,no,38,azul1
397,5,elena,3,4,7,25,32,no,32,verde1
398,6,fernando,6,1,7,33,40,no,40,azul2
399,7,gema,2,3,5,26,31,no,31,carcel
400,8,hugo,6,2,8,32,40,no,40,azul2
401,1,ana,2,5,7,40,7,si,7,gris1
402,2,bob,3,5,8,7,15,no,15,rosa3
403,3,carla,4,1,5,28,33,no,33,verde2
404,4,diego,2,5,7,38,5,si,5,impuesto1
405,5,elena,1,5,6,32,38,no,38,azul1
406,6,fernando,4,6,10,40,10,si,10,gris3
407,7,gema,3,1,4,31,35,no,35,verde3
408,8,hugo,3,5,8,40,8,si,8,suerte2
409,1,ana,1,4,5,7,12,no,12,rosa1
410,2,bob,3,2,5,15,20,no,20,naranja3
411,3,carla,2,4,6,33,39,no,39,impuesto4
412,4,diego,3,3,6,5,11,no,11,visita_carcel
413,5,elena,5,6,11,38,9,si,9,gris2
414,6,fernando,2,4,6,10,16,no,16,estacion2
415,7,gema,6,2,8,35,3,si,3,suerte1
416,8,hugo,2,1,3,8,11,no,11,visita_carcel
417,1,ana,6,6,12,12,24,no,24,rojo2
418,2,bob,5,4,9,20,29,no,29,impuesto3
419,3,carla,1,1,2,39,1,si,1,salida
420,4,diego,4,6,10,11,21,no,21,parking
421,5,elena,6,3,9,9,18,no,18,suerte3
422,6,fernando,3,6,9,16,25,no,25,rojo3
423,7,gema,5,6,11,3,14,no,14,rosa2
424,8,hugo,4,4,8,11,19,no,19,naranja2
425,1,ana,1,6,7,24,31,no,31,carcel
426,2,bob,6,2,8,29,37,no,37,suerte6
427,3,carla,3,6,9,1,10,no,10,gris3
428,4,diego,3,1,4,21,25,no,25,rojo3
429,5,elena,6,6,12,18,30,no,30,amarillo3
430,6,fernando,6,2,8,25,33,no,33,verde2
431,7,gema,4,3,7,14,21,no,21,parking
432,8,hugo,3,3,6,19,25,no,25,rojo3
433,1,ana,5,4,9,31,40,no,40,azul2
434,2,bob,1,4,5,37,2,si,2,morado1
435,3,carla,3,3,6,10,16,no,16,estacion2
436,4,diego,3,3,6,25,31,no,31,carcel
437,5,elena,6,5,11,30,1,si,1,salida
438,6,fernando,6,3,9,33,2,si,2,morado1
439,7,gema,4,2,6,21,27,no,27,amarillo1
440,8,hugo,5,3,8,25,33,no,33,verde2
441,1,ana,6,1,7,40,7,si,7,gris1
442,2,bob,1,4,5,2,7,no,7,gris1
443,3,carla,3,4,7,16,23,no,23,suerte4
444,4,diego,2,6,8,31,39,no,39,impuesto4
445,5,elena,5,1,6,1,7,no,7,gris1
446,6,fernando,2,2,4,2,6,no,6,estacion1
447,7,gema,6,6,12,27,39,no,39,impuesto4
448,8,hugo,2,6,8,33,1,si,1,salida
449,1,ana,3,2,5,7,12,no,12,rosa1
450,2,bob,1,3,4,7,11,no,11,visita_carcel
451,3,carla,1,5,6,23,29,no,29,impuesto3
452,4,diego,5,5,10,39,9,si,9,gris2
453,5,elena,2,2,4,7,11,no,11,visita_carcel
454,6,fernando,5,4,9,6,15,no,15,rosa3
455,7,gema,5,6,11,39,10,si,10,gris3
456,8,hugo,4,2,6,1,7,no,7,gris1
457,1,ana,1,4,5,12,17,no,17,naranja1
458,2,bob,4,3,7,11,18,no,18,suerte3
459,3,carla,1,1,2,29,31,no,31,carcel
460,4,diego,5,4,9,9,18,no,18,suerte3
461,5,elena,2,5,7,11,18,no,18,suerte3
462,6,fernando,4,4,8,15,23,no,23,suerte4
463,7,gema,1,5,6,10,16,no,16,estacion2
464,8,hugo,4,6,10,7,17,no,17,naranja1
465,1,ana,6,2,8,17,25,no,25,rojo3
466,2,bob,3,1,4,18,22,no,22,rojo1
467,3,carla,3,3,6,31,37,no,37,suerte6
468,4,diego,1,6,7,18,25,no,25,rojo3
469,5,elena,5,4,9,18,27,no,27,amarillo1
470,6,fernando,5,1,6,23,29,no,29,impuesto3
471,7,gema,5,1,6,16,22,no,22,rojo1
472,8,hugo,6,5,11,17,28,no,28,amarillo2
473,1,ana,1,3,4,25,29,no,29,impuesto3
474,2,bob,3,3,6,22,28,no,28,amarillo2
475,3,carla,2,3,5,37,2,si,2,morado1
476,4,diego,1,2,3,25,28,no,28,amarillo2
477,5,elena,5,5,10,27,37,no,37,suerte6
478,6,fernando,4,3,7,29,36,no,36,estacion4
479,7,gema,5,2,7,22,29,no,29,impuesto3
480,8,hugo,6,1,7,28,35,no,35,verde3
481,1,ana,2,1,3,29,32,no,32,verde1
482,2,bob,5,1,6,28,34,no,34,suerte5
483,3,carla,5,4,9,2,11,no,11,visita_carcel
484,4,diego,4,2,6,28,34,no,34,suerte5
485,5,elena,1,6,7,37,4,si,4,morado2
486,6,fernando,2,1,3,36,39,no,39,impuesto4
487,7,gema,6,2,8,29,37,no,37,suerte6
488,8,hugo,4,1,5,35,40,no,40,azul2
489,1,ana,2,4,6,32,38,no,38,azul1
490,2,bob,3,6,9,34,3,si,3,suerte1
491,3,carla,4,4,8,11,19,no,19,naranja2
492,4,diego,4,4,8,34,2,si,2,morado1
493,5,elena,6,3,9,4,13,no,13,impuesto2
494,6,fernando,1,2,3,39,2,si,2,morado1
495,7,gema,5,6,11,37,8,si,8,suerte2
496,8,hugo,5,4,9,40,9,si,9,gris2
497,1,ana,4,1,5,38,3,si,3,suerte1
498,2,bob,2,5,7,3,10,no,10,gris3
499,3,carla,1,1,2,19,21,no,21,parking
