turno,indice_jugador,jugador,estado_carcel_antes,decision_carcel,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,alquiler_realizado,alquiler_teorico,pago_real,dinero_inicial_turno,dinero_tras_carcel,dinero_final_turno,propiedades_antes,propiedades_despues,turno_perdido_carcel
1,1,ana,libre,no_aplica,4,3,7,1,8,no,suerte2,suerte,0,ninguno,no,no,0,0,10000,10000,10000,0,0,no
2,2,bob,libre,no_aplica,1,3,4,1,5,no,impuesto1,impuesto,200,ninguno,no,no,0,0,10000,10000,10000,0,0,no
3,3,carla,libre,no_aplica,4,4,8,1,9,no,gris2,propiedad,100,gris,si,no,0,0,10000,10000,9900,0,1,no
4,4,diego,libre,no_aplica,3,2,5,1,6,no,estacion1,estacion,200,estacion,si,no,0,0,10000,10000,9800,0,1,no
5,5,elena,libre,no_aplica,3,4,7,1,8,no,suerte2,suerte,0,ninguno,no,no,0,0,10000,10000,10000,0,0,no
6,6,fernando,libre,no_aplica,2,3,5,1,6,no,estacion1,estacion,200,estacion,no,si,40,40,10000,10000,9960,0,0,no
7,7,gema,libre,no_aplica,3,1,4,1,5,no,impuesto1,impuesto,200,ninguno,no,no,0,0,10000,10000,10000,0,0,no
8,8,hugo,libre,no_aplica,6,2,8,1,9,no,gris2,propiedad,100,gris,no,si,20,20,10000,10000,9980,0,0,no
9,9,irene,libre,no_aplica,5,1,6,1,7,no,gris1,propiedad,100,gris,si,no,0,0,10000,10000,9900,0,1,no
10,10,javier,libre,no_aplica,1,1,2,1,3,no,suerte1,suerte,0,ninguno,no,no,0,0,10000,10000,10000,0,0,no
11,1,ana,libre,no_aplica,4,1,5,8,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,10000,10000,10000,0,0,no
12,2,bob,libre,no_aplica,1,5,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,10000,10000,10000,0,0,no
13,3,carla,libre,no_aplica,4,6,10,9,19,no,naranja2,propiedad,180,naranja,si,no,0,0,9920,9920,9740,1,2,no
14,4,diego,libre,no_aplica,2,1,3,6,9,no,gris2,propiedad,100,gris,no,si,20,20,9840,9840,9820,1,1,no
15,5,elena,libre,no_aplica,6,5,11,8,19,no,naranja2,propiedad,180,naranja,no,si,36,36,10000,10000,9964,0,0,no
16,6,fernando,libre,no_aplica,2,1,3,6,9,no,gris2,propiedad,100,gris,no,si,20,20,9960,9960,9940,0,0,no
17,7,gema,libre,no_aplica,6,4,10,5,15,no,rosa3,propiedad,160,rosa,si,no,0,0,10000,10000,9840,0,1,no
18,8,hugo,libre,no_aplica,5,3,8,9,17,no,naranja1,propiedad,180,naranja,si,no,0,0,9980,9980,9800,0,1,no
19,9,irene,libre,no_aplica,1,2,3,7,10,no,gris3,propiedad,120,gris,si,no,0,0,9900,9900,9780,1,2,no
20,10,javier,libre,no_aplica,3,4,7,3,10,no,gris3,propiedad,120,gris,no,si,24,24,10000,10000,9976,0,0,no
21,1,ana,libre,no_aplica,1,4,5,13,18,no,suerte3,suerte,0,ninguno,no,no,0,0,10000,10000,10000,0,0,no
22,2,bob,libre,no_aplica,5,6,11,11,22,no,rojo1,propiedad,220,rojo,si,no,0,0,10000,10000,9780,0,1,no
23,3,carla,libre,no_aplica,4,2,6,19,25,no,rojo3,propiedad,240,rojo,si,no,0,0,9816,9816,9576,2,3,no
24,4,diego,libre,no_aplica,3,6,9,9,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9820,9820,9820,1,1,no
25,5,elena,libre,no_aplica,2,4,6,19,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9964,9964,9916,0,0,no
26,6,fernando,libre,no_aplica,6,1,7,9,16,no,estacion2,estacion,200,estacion,si,no,0,0,9940,9940,9740,0,1,no
27,7,gema,libre,no_aplica,5,1,6,15,21,no,parking,parking,0,ninguno,no,no,0,0,9840,9840,9840,1,1,no
28,8,hugo,libre,no_aplica,1,1,2,17,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9800,9800,9764,1,1,no
29,9,irene,libre,no_aplica,4,5,9,10,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9804,9804,9768,2,2,no
30,10,javier,libre,no_aplica,2,5,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9976,9976,9940,0,0,no
31,1,ana,libre,no_aplica,3,5,8,18,26,no,estacion3,estacion,200,estacion,si,no,0,0,10000,10000,9800,0,1,no
32,2,bob,libre,no_aplica,2,6,8,22,30,no,amarillo3,propiedad,280,amarillo,si,no,0,0,9780,9780,9500,1,2,no
33,3,carla,libre,no_aplica,2,2,4,25,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9696,9696,9696,3,3,no
34,4,diego,libre,no_aplica,5,6,11,18,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9820,9820,9820,1,1,no
35,5,elena,libre,no_aplica,3,4,7,25,32,no,verde1,propiedad,300,verde,si,no,0,0,9916,9916,9616,0,1,no
36,6,fernando,libre,no_aplica,6,1,7,16,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9740,9740,9740,1,1,no
37,7,gema,libre,no_aplica,2,3,5,21,26,no,estacion3,estacion,200,estacion,no,si,40,40,9840,9840,9800,1,1,no
38,8,hugo,libre,no_aplica,6,2,8,19,27,no,amarillo1,propiedad,260,amarillo,si,no,0,0,9800,9800,9540,1,2,no
39,9,irene,libre,no_aplica,2,5,7,19,26,no,estacion3,estacion,200,estacion,no,si,40,40,9768,9768,9728,2,2,no
40,10,javier,libre,no_aplica,3,5,8,17,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9940,9940,9892,0,0,no
41,1,ana,libre,no_aplica,4,1,5,26,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9880,9880,9880,1,1,no
42,2,bob,libre,no_aplica,2,5,7,30,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9500,9500,9500,2,2,no
43,3,carla,libre,no_aplica,1,5,6,29,35,no,verde3,propiedad,320,verde,si,no,0,0,9744,9744,9424,3,4,no
44,4,diego,libre,no_aplica,4,6,10,29,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9820,9820,9820,1,1,no
45,5,elena,libre,no_aplica,3,1,4,32,36,no,estacion4,estacion,200,estacion,si,no,0,0,9616,9616,9416,1,2,no
46,6,fernando,libre,no_aplica,3,5,8,23,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9740,9740,9740,1,1,no
47,7,gema,libre,no_aplica,1,4,5,26,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9800,9800,9800,1,1,no
48,8,hugo,libre,no_aplica,3,2,5,27,32,no,verde1,propiedad,300,verde,no,si,60,60,9540,9540,9480,2,2,no
49,9,irene,libre,no_aplica,2,4,6,26,32,no,verde1,propiedad,300,verde,no,si,60,60,9728,9728,9668,2,2,no
50,10,javier,libre,no_aplica,3,3,6,25,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9892,9892,9892,0,0,no
51,1,ana,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9880,9680,9680,1,1,si
52,2,bob,libre,no_aplica,5,6,11,37,8,si,suerte2,suerte,0,ninguno,no,no,0,0,9500,9500,9500,2,2,no
53,3,carla,libre,no_aplica,2,4,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,9424,9424,9424,4,4,no
54,4,diego,libre,no_aplica,6,2,8,39,7,si,gris1,propiedad,100,gris,no,si,20,20,9820,9820,9800,1,1,no
55,5,elena,libre,no_aplica,2,1,3,36,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9536,9536,9536,2,2,no
56,6,fernando,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9740,9540,9540,1,1,si
57,7,gema,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9800,9600,9600,1,1,si
58,8,hugo,libre,no_aplica,6,6,12,32,4,si,morado2,propiedad,60,morado,si,no,0,0,9480,9480,9420,2,3,no
59,9,irene,libre,no_aplica,5,4,9,32,1,si,salida,salida,0,ninguno,no,no,0,0,9688,9688,9688,2,2,no
60,10,javier,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9892,9692,9692,0,0,si
61,1,ana,libre,no_aplica,1,1,2,11,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9680,9680,9680,1,1,no
62,2,bob,libre,no_aplica,4,6,10,8,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9500,9500,9500,2,2,no
63,3,carla,libre,no_aplica,6,3,9,1,10,no,gris3,propiedad,120,gris,no,si,24,24,9424,9424,9400,4,4,no
64,4,diego,libre,no_aplica,3,6,9,7,16,no,estacion2,estacion,200,estacion,no,si,40,40,9800,9800,9760,1,1,no
65,5,elena,libre,no_aplica,5,6,11,39,10,si,gris3,propiedad,120,gris,no,si,24,24,9536,9536,9512,2,2,no
66,6,fernando,libre,no_aplica,4,4,8,11,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9580,9580,9544,1,1,no
67,7,gema,libre,no_aplica,1,6,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9600,9600,9600,1,1,no
68,8,hugo,libre,no_aplica,6,2,8,4,12,no,rosa1,propiedad,140,rosa,si,no,0,0,9420,9420,9280,3,4,no
69,9,irene,libre,no_aplica,3,6,9,1,10,no,gris3,propiedad,120,gris,no,no,0,0,9736,9736,9736,2,2,no
70,10,javier,libre,no_aplica,3,1,4,11,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9692,9692,9660,0,0,no
71,1,ana,libre,no_aplica,6,6,12,13,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9680,9680,9632,1,1,no
72,2,bob,libre,no_aplica,6,2,8,18,26,no,estacion3,estacion,200,estacion,no,si,40,40,9500,9500,9460,2,2,no
73,3,carla,libre,no_aplica,4,3,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9484,9484,9448,4,4,no
74,4,diego,libre,no_aplica,3,3,6,16,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9760,9760,9716,1,1,no
75,5,elena,libre,no_aplica,5,4,9,10,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9512,9512,9476,2,2,no
76,6,fernando,libre,no_aplica,1,4,5,19,24,no,rojo2,propiedad,220,rojo,si,no,0,0,9544,9544,9324,1,2,no
77,7,gema,libre,no_aplica,3,3,6,18,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9632,9632,9588,1,1,no
78,8,hugo,libre,no_aplica,3,3,6,12,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9316,9316,9316,4,4,no
79,9,irene,libre,no_aplica,6,5,11,10,21,no,parking,parking,0,ninguno,no,no,0,0,9736,9736,9736,2,2,no
80,10,javier,libre,no_aplica,6,3,9,15,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9660,9660,9616,0,0,no
81,1,ana,libre,no_aplica,4,2,6,25,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9672,9672,9672,1,1,no
82,2,bob,libre,no_aplica,5,3,8,26,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9504,9504,9504,2,2,no
83,3,carla,libre,no_aplica,6,1,7,17,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9484,9484,9440,4,4,no
84,4,diego,libre,no_aplica,1,4,5,22,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9716,9716,9664,1,1,no
85,5,elena,libre,no_aplica,3,4,7,19,26,no,estacion3,estacion,200,estacion,no,si,40,40,9476,9476,9436,2,2,no
86,6,fernando,libre,no_aplica,2,6,8,24,32,no,verde1,propiedad,300,verde,no,si,60,60,9456,9456,9396,2,2,no
87,7,gema,libre,no_aplica,5,1,6,24,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9588,9588,9532,1,1,no
88,8,hugo,libre,no_aplica,2,2,4,18,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9368,9368,9324,4,4,no
89,9,irene,libre,no_aplica,6,6,12,21,33,no,verde2,propiedad,300,verde,si,no,0,0,9736,9736,9436,2,3,no
90,10,javier,libre,no_aplica,2,6,8,24,32,no,verde1,propiedad,300,verde,no,si,60,60,9616,9616,9556,0,0,no
91,1,ana,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9712,9512,9512,1,1,si
92,2,bob,libre,no_aplica,3,2,5,34,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9604,9604,9604,2,2,no
93,3,carla,libre,no_aplica,1,3,4,24,28,no,amarillo2,propiedad,260,amarillo,si,no,0,0,9440,9440,9180,4,5,no
94,4,diego,libre,no_aplica,1,5,6,27,33,no,verde2,propiedad,300,verde,no,si,60,60,9664,9664,9604,1,1,no
95,5,elena,libre,no_aplica,5,5,10,26,36,no,estacion4,estacion,200,estacion,no,no,0,0,9556,9556,9556,2,2,no
96,6,fernando,libre,no_aplica,2,2,4,32,36,no,estacion4,estacion,200,estacion,no,si,40,40,9396,9396,9356,2,2,no
97,7,gema,libre,no_aplica,5,4,9,30,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9532,9532,9532,1,1,no
98,8,hugo,libre,no_aplica,5,6,11,22,33,no,verde2,propiedad,300,verde,no,si,60,60,9324,9324,9264,4,4,no
99,9,irene,libre,no_aplica,4,2,6,33,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9556,9556,9556,3,3,no
100,10,javier,libre,no_aplica,1,4,5,32,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9556,9556,9556,0,0,no
101,1,ana,libre,no_aplica,4,3,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9512,9512,9512,1,1,no
102,2,bob,libre,no_aplica,1,1,2,39,1,si,salida,salida,0,ninguno,no,no,0,0,9604,9604,9604,2,2,no
103,3,carla,libre,no_aplica,5,4,9,28,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9180,9180,9180,5,5,no
104,4,diego,libre,no_aplica,2,5,7,33,40,no,azul2,propiedad,400,azul,si,no,0,0,9604,9604,9204,1,2,no
105,5,elena,libre,no_aplica,4,4,8,36,4,si,morado2,propiedad,60,morado,no,si,12,12,9596,9596,9584,2,2,no
106,6,fernando,libre,no_aplica,1,5,6,36,2,si,morado1,propiedad,60,morado,si,no,0,0,9356,9356,9296,2,3,no
107,7,gema,libre,no_aplica,4,6,10,39,9,si,gris2,propiedad,100,gris,no,si,20,20,9532,9532,9512,1,1,no
108,8,hugo,libre,no_aplica,6,2,8,33,1,si,salida,salida,0,ninguno,no,no,0,0,9276,9276,9276,4,4,no
109,9,irene,libre,no_aplica,3,1,4,39,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9556,9556,9556,3,3,no
110,10,javier,libre,no_aplica,3,3,6,37,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9556,9556,9556,0,0,no
111,1,ana,libre,no_aplica,1,6,7,18,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9512,9512,9464,1,1,no
112,2,bob,libre,no_aplica,5,4,9,1,10,no,gris3,propiedad,120,gris,no,si,24,24,9604,9604,9580,2,2,no
113,3,carla,libre,no_aplica,5,1,6,37,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9248,9248,9248,5,5,no
114,4,diego,libre,no_aplica,5,1,6,40,6,si,estacion1,estacion,200,estacion,no,no,0,0,9204,9204,9204,2,2,no
115,5,elena,libre,no_aplica,6,5,11,4,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9584,9584,9552,2,2,no
116,6,fernando,libre,no_aplica,1,3,4,2,6,no,estacion1,estacion,200,estacion,no,si,40,40,9296,9296,9256,3,3,no
117,7,gema,libre,no_aplica,3,3,6,9,15,no,rosa3,propiedad,160,rosa,no,no,0,0,9544,9544,9544,1,1,no
118,8,hugo,libre,no_aplica,2,3,5,1,6,no,estacion1,estacion,200,estacion,no,si,40,40,9276,9276,9236,4,4,no
119,9,irene,libre,no_aplica,1,2,3,3,6,no,estacion1,estacion,200,estacion,no,si,40,40,9580,9580,9540,3,3,no
120,10,javier,libre,no_aplica,5,5,10,3,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9556,9556,9556,0,0,no
121,1,ana,libre,no_aplica,4,3,7,25,32,no,verde1,propiedad,300,verde,no,si,60,60,9464,9464,9404,1,1,no
122,2,bob,libre,no_aplica,5,2,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9580,9580,9544,2,2,no
123,3,carla,libre,no_aplica,6,1,7,3,10,no,gris3,propiedad,120,gris,no,si,24,24,9248,9248,9224,5,5,no
124,4,diego,libre,no_aplica,2,1,3,6,9,no,gris2,propiedad,100,gris,no,si,20,20,9324,9324,9304,2,2,no
125,5,elena,libre,no_aplica,5,1,6,15,21,no,parking,parking,0,ninguno,no,no,0,0,9612,9612,9612,2,2,no
126,6,fernando,libre,no_aplica,5,4,9,6,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9256,9256,9224,3,3,no
127,7,gema,libre,no_aplica,4,2,6,15,21,no,parking,parking,0,ninguno,no,no,0,0,9576,9576,9576,1,1,no
128,8,hugo,libre,no_aplica,1,6,7,6,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9272,9272,9272,4,4,no
129,9,irene,libre,no_aplica,2,1,3,6,9,no,gris2,propiedad,100,gris,no,si,20,20,9564,9564,9544,3,3,no
130,10,javier,libre,no_aplica,6,2,8,13,21,no,parking,parking,0,ninguno,no,no,0,0,9556,9556,9556,0,0,no
131,1,ana,libre,no_aplica,4,1,5,32,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9404,9404,9404,1,1,no
132,2,bob,libre,no_aplica,2,4,6,17,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9544,9544,9544,2,2,no
133,3,carla,libre,no_aplica,3,6,9,10,19,no,naranja2,propiedad,180,naranja,no,no,0,0,9264,9264,9264,5,5,no
134,4,diego,libre,no_aplica,4,4,8,9,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9304,9304,9268,2,2,no
135,5,elena,libre,no_aplica,4,4,8,21,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9612,9612,9612,2,2,no
136,6,fernando,libre,no_aplica,6,3,9,15,24,no,rojo2,propiedad,220,rojo,no,no,0,0,9224,9224,9224,3,3,no
137,7,gema,libre,no_aplica,1,2,3,21,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9576,9576,9532,1,1,no
138,8,hugo,libre,no_aplica,5,6,11,13,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9308,9308,9264,4,4,no
139,9,irene,libre,no_aplica,5,4,9,9,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9544,9544,9544,3,3,no
140,10,javier,libre,no_aplica,4,1,5,21,26,no,estacion3,estacion,200,estacion,no,si,40,40,9556,9556,9516,0,0,no
141,1,ana,libre,no_aplica,2,5,7,37,4,si,morado2,propiedad,60,morado,no,si,12,12,9444,9444,9432,1,1,no
142,2,bob,libre,no_aplica,1,1,2,23,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9544,9544,9496,2,2,no
143,3,carla,libre,no_aplica,2,5,7,19,26,no,estacion3,estacion,200,estacion,no,si,40,40,9312,9312,9272,5,5,no
144,4,diego,libre,no_aplica,1,6,7,17,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9268,9268,9224,2,2,no
145,5,elena,libre,no_aplica,3,5,8,29,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9612,9612,9612,2,2,no
146,6,fernando,libre,no_aplica,5,3,8,24,32,no,verde1,propiedad,300,verde,no,si,60,60,9356,9356,9296,3,3,no
147,7,gema,libre,no_aplica,4,3,7,24,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9532,9532,9532,1,1,no
148,8,hugo,libre,no_aplica,5,2,7,24,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9276,9276,9276,4,4,no
149,9,irene,libre,no_aplica,6,4,10,18,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9544,9544,9492,3,3,no
150,10,javier,libre,no_aplica,6,6,12,26,38,no,azul1,propiedad,350,azul,si,no,0,0,9516,9516,9166,0,1,no
151,1,ana,libre,no_aplica,5,5,10,4,14,no,rosa2,propiedad,140,rosa,si,no,0,0,9472,9472,9332,1,2,no
152,2,bob,libre,no_aplica,1,2,3,25,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9496,9496,9444,2,2,no
153,3,carla,libre,no_aplica,2,4,6,26,32,no,verde1,propiedad,300,verde,no,si,60,60,9376,9376,9316,5,5,no
154,4,diego,libre,no_aplica,3,6,9,24,33,no,verde2,propiedad,300,verde,no,si,60,60,9224,9224,9164,2,2,no
155,5,elena,libre,no_aplica,4,2,6,37,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9732,9732,9732,2,2,no
156,6,fernando,libre,no_aplica,3,6,9,32,1,si,salida,salida,0,ninguno,no,no,0,0,9296,9296,9296,3,3,no
157,7,gema,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9532,9332,9332,1,1,si
158,8,hugo,encarcelado(0),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9276,9276,9276,4,4,si
159,9,irene,libre,no_aplica,1,1,2,28,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9552,9552,9496,3,3,no
160,10,javier,libre,no_aplica,3,5,8,38,6,si,estacion1,estacion,200,estacion,no,si,40,40,9166,9166,9126,1,1,no
161,1,ana,libre,no_aplica,3,5,8,14,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9332,9332,9288,2,2,no
162,2,bob,libre,no_aplica,3,2,5,28,33,no,verde2,propiedad,300,verde,no,si,60,60,9544,9544,9484,2,2,no
163,3,carla,libre,no_aplica,6,2,8,32,40,no,azul2,propiedad,400,azul,no,si,80,80,9316,9316,9236,5,5,no
164,4,diego,libre,no_aplica,3,2,5,33,38,no,azul1,propiedad,350,azul,no,si,70,70,9284,9284,9214,2,2,no
165,5,elena,libre,no_aplica,2,5,7,3,10,no,gris3,propiedad,120,gris,no,si,24,24,9732,9732,9708,2,2,no
