turno,jugador,monopoly,casas_compradas,coste_casas,nombre_casilla,tipo_casilla,compra,alquiler,impuesto,parking,bancarrota,eliminado,dinero_inicial,dinero_tras_monopoly,dinero_tras_carcel,dinero_final,props_antes,props_despues
250,javier,no,0,0,suerte3,suerte,no,no,no,no,no,no,8698,8698,8698,8698,0,0
251,ana,no,0,0,rojo2,propiedad,no,si,no,no,no,no,8840,8840,8840,8796,2,2
252,bob,no,0,0,verde3,propiedad,no,si,no,no,no,no,9172,9172,9172,9108,4,4
253,carla,no,0,0,parking,parking,no,no,no,si,no,no,9607,9607,9607,9995,4,4
254,diego,no,0,0,estacion3,estacion,no,si,no,no,no,no,9094,9094,9094,9054,1,1
255,elena,no,0,0,suerte6,suerte,no,no,no,no,no,no,8896,8896,8896,8896,3,3
256,fernando,no,0,0,impuesto3,impuesto,no,no,si,no,no,no,9396,9396,9396,9296,2,2
257,gema,no,0,0,amarillo1,propiedad,no,si,no,no,no,no,10526,10526,10526,10474,2,2
258,hugo,no,0,0,naranja1,propiedad,no,no,no,no,no,no,9330,9330,9330,9330,5,5
259,irene,no,0,0,estacion1,estacion,no,si,no,no,no,no,9634,9634,9634,9594,3,3
260,javier,no,0,0,amarillo1,propiedad,no,si,no,no,no,no,8698,8698,8698,8646,0,0
261,ana,no,0,0,amarillo3,propiedad,no,si,no,no,no,no,8836,8836,8836,8780,2,2
262,bob,no,0,0,suerte1,suerte,no,no,no,no,no,no,9164,9164,9164,9164,4,4
263,carla,no,0,0,amarillo2,propiedad,no,si,no,no,no,no,9995,9995,9995,9943,4,4
264,diego,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,9094,9094,9094,9094,1,1
265,elena,no,0,0,morado2,propiedad,no,si,no,no,no,no,8896,8896,8896,8884,3,3
266,fernando,no,0,0,suerte6,suerte,no,no,no,no,no,no,9296,9296,9296,9296,2,2
267,gema,no,0,0,verde2,propiedad,no,si,no,no,no,no,10474,10474,10474,10414,2,2
268,hugo,no,0,0,parking,parking,no,no,no,si,no,no,9446,9446,9446,9690,5,5
269,irene,no,0,0,suerte3,suerte,no,no,no,no,no,no,9654,9654,9654,9654,3,3
270,javier,no,0,0,verde3,propiedad,no,si,no,no,no,no,8646,8646,8646,8582,0,0
271,ana,no,0,0,verde3,propiedad,no,si,no,no,no,no,8780,8780,8780,8716,2,2
272,bob,no,0,0,gris1,propiedad,no,si,no,no,no,no,9164,9164,9164,9144,4,4
273,carla,no,0,0,suerte5,suerte,no,no,no,no,no,no,10071,10071,10071,10071,4,4
274,diego,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,9094,9094,9094,9094,1,1
275,elena,no,0,0,suerte2,suerte,no,no,no,no,no,no,8884,8884,8884,8884,3,3
276,fernando,no,0,0,estacion1,estacion,no,si,no,no,no,no,9296,9296,9296,9256,2,2
277,gema,no,0,0,morado2,propiedad,no,si,no,no,no,no,10414,10414,10414,10402,2,2
278,hugo,no,0,0,amarillo1,propiedad,no,no,no,no,no,no,9702,9702,9702,9702,5,5
279,irene,no,0,0,suerte4,suerte,no,no,no,no,no,no,9674,9674,9674,9674,3,3
280,javier,no,0,0,morado1,propiedad,no,si,no,no,no,no,8582,8582,8582,8570,0,0
281,ana,no,0,0,suerte6,suerte,no,no,no,no,no,no,8716,8716,8716,8716,2,2
282,bob,no,0,0,estacion2,estacion,no,si,no,no,no,no,9156,9156,9156,9116,4,4
283,carla,no,0,0,salida,salida,no,no,no,no,no,no,10071,10071,10071,10071,4,4
284,diego,no,0,0,naranja2,propiedad,no,si,no,no,no,no,9134,9134,9134,9098,1,1
285,elena,no,0,0,rosa2,propiedad,no,si,no,no,no,no,8884,8884,8884,8856,3,3
286,fernando,no,0,0,estacion2,estacion,no,no,no,no,no,no,9296,9296,9296,9296,2,2
287,gema,no,0,0,rosa1,propiedad,no,si,no,no,no,no,10430,10430,10430,10402,2,2
288,hugo,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,9730,9730,9730,9730,5,5
289,irene,no,0,0,impuesto3,impuesto,no,no,si,no,no,no,9674,9674,9674,9574,3,3
290,javier,no,0,0,gris2,propiedad,no,si,no,no,no,no,8570,8570,8570,8550,0,0
291,ana,no,0,0,estacion1,estacion,no,si,no,no,no,no,8716,8716,8716,8676,2,2
292,bob,no,0,0,rojo1,propiedad,no,no,no,no,no,no,9116,9116,9116,9116,4,4
293,carla,no,0,0,gris1,propiedad,no,si,no,no,no,no,10127,10127,10127,10107,4,4
294,diego,no,0,0,amarillo3,propiedad,no,si,no,no,no,no,9138,9138,9138,9082,1,1
295,elena,no,0,0,suerte3,suerte,no,no,no,no,no,no,8856,8856,8856,8856,3,3
296,fernando,no,0,0,rojo1,propiedad,no,si,no,no,no,no,9296,9296,9296,9252,2,2
297,gema,no,0,0,naranja1,propiedad,no,si,no,no,no,no,10402,10402,10402,10366,2,2
298,hugo,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,9766,9766,9566,9566,5,5
299,irene,no,0,0,verde1,propiedad,no,si,no,no,no,no,9594,9594,9594,9534,3,3
300,javier,no,0,0,naranja2,propiedad,no,si,no,no,no,no,8550,8550,8550,8514,0,0
301,ana,no,0,0,impuesto2,impuesto,no,no,si,no,no,no,8676,8676,8676,8526,2,2
302,bob,no,0,0,impuesto3,impuesto,no,no,si,no,no,no,9216,9216,9216,9116,4,4
303,carla,no,0,0,rosa2,propiedad,no,si,no,no,no,no,10143,10143,10143,10115,4,4
304,diego,no,0,0,verde2,propiedad,no,si,no,no,no,no,9082,9082,9082,9022,1,1
305,elena,no,0,0,rojo2,propiedad,no,si,no,no,no,no,8916,8916,8916,8872,3,3
306,fernando,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,9296,9296,9296,9296,2,2
307,gema,no,0,0,suerte4,suerte,no,no,no,no,no,no,10394,10394,10394,10394,2,2
308,hugo,no,0,0,suerte3,suerte,no,no,no,no,no,no,9566,9566,9566,9566,5,5
309,irene,no,0,0,verde3,propiedad,no,si,no,no,no,no,9594,9594,9594,9530,3,3
310,javier,no,0,0,amarillo1,propiedad,no,si,no,no,no,no,8514,8514,8514,8462,0,0
311,ana,no,0,0,suerte3,suerte,no,no,no,no,no,no,8526,8526,8526,8526,2,2
312,bob,no,0,0,verde3,propiedad,no,si,no,no,no,no,9116,9116,9116,9052,4,4
313,carla,no,0,0,suerte4,suerte,no,no,no,no,no,no,10243,10243,10243,10243,4,4
314,diego,no,0,0,salida,salida,no,no,no,no,no,no,9022,9022,9022,9022,1,1
315,elena,no,0,0,verde1,propiedad,no,no,no,no,no,no,8872,8872,8872,8872,3,3
316,fernando,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,9296,9296,9296,9296,2,2
317,gema,no,0,0,estacion3,estacion,no,si,no,no,no,no,10394,10394,10394,10354,2,2
318,hugo,no,0,0,impuesto3,impuesto,no,no,si,no,no,no,9618,9618,9618,9518,5,5
319,irene,no,0,0,morado2,propiedad,no,si,no,no,no,no,9530,9530,9530,9518,3,3
320,javier,no,0,0,verde1,propiedad,no,si,no,no,no,no,8462,8462,8462,8402,0,0
321,ana,no,0,0,rojo3,propiedad,no,si,no,no,no,no,8566,8566,8566,8518,2,2
322,bob,no,0,0,suerte6,suerte,no,no,no,no,no,no,9052,9052,9052,9052,4,4
323,carla,no,0,0,amarillo3,propiedad,no,si,no,no,no,no,10291,10291,10291,10235,4,4
324,diego,no,0,0,suerte2,suerte,no,no,no,no,no,no,9022,9022,9022,9022,1,1
325,elena,no,0,0,azul2,propiedad,no,no,no,no,no,no,8932,8932,8932,8932,3,3
326,fernando,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,9296,9296,9296,9296,2,2
327,gema,no,0,0,verde2,propiedad,no,si,no,no,no,no,10354,10354,10354,10294,2,2
328,hugo,no,0,0,estacion4,estacion,no,si,no,no,no,no,9530,9530,9530,9490,5,5
329,irene,no,0,0,rosa2,propiedad,no,si,no,no,no,no,9578,9578,9578,9550,3,3
330,javier,no,0,0,morado2,propiedad,no,si,no,no,no,no,8402,8402,8402,8390,0,0
331,ana,no,0,0,verde3,propiedad,no,si,no,no,no,no,8518,8518,8518,8454,2,2
332,bob,no,0,0,azul2,propiedad,no,si,no,no,no,no,9108,9108,9108,9028,4,4
333,carla,no,0,0,estacion4,estacion,no,si,no,no,no,no,10299,10299,10299,10259,4,4
334,diego,no,0,0,naranja1,propiedad,no,si,no,no,no,no,9022,9022,9022,8986,1,1
335,elena,no,0,0,estacion1,estacion,no,si,no,no,no,no,9092,9092,9092,9052,3,3
336,fernando,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,9296,9296,9296,9296,2,2
337,gema,no,0,0,salida,salida,no,no,no,no,no,no,10322,10322,10322,10322,2,2
338,hugo,no,0,0,azul1,propiedad,no,si,no,no,no,no,9538,9538,9538,9468,5,5
339,irene,no,0,0,rojo1,propiedad,no,si,no,no,no,no,9550,9550,9550,9506,3,3
340,javier,no,0,0,rosa1,propiedad,no,si,no,no,no,no,8390,8390,8390,8362,0,0
341,ana,no,0,0,azul2,propiedad,no,si,no,no,no,no,8454,8454,8454,8374,2,2
342,bob,no,0,0,suerte2,suerte,no,no,no,no,no,no,9142,9142,9142,9142,4,4
343,carla,no,0,0,salida,salida,no,no,no,no,no,no,10259,10259,10259,10259,4,4
344,diego,no,0,0,rojo2,propiedad,no,si,no,no,no,no,9026,9026,9026,8982,1,1
345,elena,no,0,0,gris2,propiedad,no,si,no,no,no,no,9132,9132,9132,9112,3,3
346,fernando,no,0,0,parking,parking,no,no,no,si,no,no,9340,9340,9340,9687,2,2
347,gema,no,0,0,suerte2,suerte,no,no,no,no,no,no,10322,10322,10322,10322,2,2
348,hugo,no,0,0,morado2,propiedad,no,no,no,no,no,no,9496,9496,9496,9496,5,5
349,irene,no,0,0,amarillo2,propiedad,no,si,no,no,no,no,9506,9506,9506,9454,3,3
350,javier,no,0,0,naranja1,propiedad,no,si,no,no,no,no,8362,8362,8362,8326,0,0
351,ana,no,0,0,gris2,propiedad,no,si,no,no,no,no,8374,8374,8374,8354,2,2
352,bob,no,0,0,rosa3,propiedad,no,si,no,no,no,no,9142,9142,9142,9110,4,4
353,carla,no,0,0,gris2,propiedad,no,no,no,no,no,no,10299,10299,10299,10299,4,4
354,diego,no,0,0,verde2,propiedad,no,si,no,no,no,no,8982,8982,8982,8922,1,1
355,elena,no,0,0,suerte3,suerte,no,no,no,no,no,no,9112,9112,9112,9112,3,3
356,fernando,no,0,0,verde1,propiedad,no,si,no,no,no,no,9687,9687,9687,9627,2,2
357,gema,no,0,0,rosa2,propiedad,no,no,no,no,no,no,10354,10354,10354,10354,2,2
358,hugo,no,0,0,gris2,propiedad,no,si,no,no,no,no,9584,9584,9584,9564,5,5
359,irene,no,0,0,verde3,propiedad,no,si,no,no,no,no,9514,9514,9514,9450,3,3
360,javier,no,0,0,rojo2,propiedad,no,si,no,no,no,no,8326,8326,8326,8282,0,0
361,ana,no,0,0,rosa3,propiedad,no,si,no,no,no,no,8354,8354,8354,8322,2,2
362,bob,no,0,0,rojo1,propiedad,no,no,no,no,no,no,9110,9110,9110,9110,4,4
363,carla,no,0,0,naranja3,propiedad,no,si,no,no,no,no,10383,10383,10383,10343,4,4
364,diego,no,0,0,salida,salida,no,no,no,no,no,no,8922,8922,8922,8922,1,1
365,elena,no,0,0,rojo2,propiedad,no,si,no,no,no,no,9172,9172,9172,9128,3,3
366,fernando,no,0,0,impuesto4,impuesto,no,no,si,no,no,no,9715,9715,9715,9615,2,2
367,gema,no,0,0,suerte3,suerte,no,no,no,no,no,no,10386,10386,10386,10386,2,2
368,hugo,no,0,0,naranja1,propiedad,no,no,no,no,no,no,9564,9564,9564,9564,5,5
369,irene,no,0,0,azul2,propiedad,no,si,no,no,no,no,9450,9450,9450,9370,3,3
370,javier,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,8282,8282,8282,8282,0,0
371,ana,no,0,0,naranja3,propiedad,no,no,no,no,no,no,8362,8362,8362,8362,2,2
372,bob,no,0,0,estacion3,estacion,no,si,no,no,no,no,9110,9110,9110,9070,4,4
373,carla,no,0,0,amarillo2,propiedad,no,si,no,no,no,no,10343,10343,10343,10291,4,4
374,diego,no,0,0,gris1,propiedad,no,si,no,no,no,no,8922,8922,8922,8902,1,1
375,elena,no,0,0,estacion3,estacion,no,si,no,no,no,no,9208,9208,9208,9168,3,3
376,fernando,no,0,0,morado2,propiedad,no,si,no,no,no,no,9615,9615,9615,9603,2,2
377,gema,no,0,0,rojo2,propiedad,no,si,no,no,no,no,10386,10386,10386,10342,2,2
378,hugo,no,0,0,amarillo1,propiedad,no,no,no,no,no,no,9628,9628,9628,9628,5,5
379,irene,no,0,0,suerte1,suerte,no,no,no,no,no,no,9390,9390,9390,9390,3,3
380,javier,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,8282,8282,8282,8282,0,0
381,ana,no,0,0,suerte4,suerte,no,no,no,no,no,no,8442,8442,8442,8442,2,2
382,bob,no,0,0,estacion4,estacion,no,si,no,no,no,no,9070,9070,9070,9030,4,4
383,carla,no,0,0,estacion4,estacion,no,si,no,no,no,no,10291,10291,10291,10251,4,4
384,diego,no,0,0,gris3,propiedad,no,si,no,no,no,no,8902,8902,8902,8878,1,1
385,elena,no,0,0,verde2,propiedad,no,si,no,no,no,no,9248,9248,9248,9188,3,3
386,fernando,no,0,0,gris2,propiedad,no,si,no,no,no,no,9647,9647,9647,9627,2,2
387,gema,no,0,0,verde3,propiedad,no,si,no,no,no,no,10342,10342,10342,10278,2,2
388,hugo,no,0,0,verde2,propiedad,no,si,no,no,no,no,9628,9628,9628,9568,5,5
389,irene,no,0,0,rosa1,propiedad,no,si,no,no,no,no,9534,9534,9534,9506,3,3
390,javier,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,8282,8282,8282,8282,0,0
391,ana,no,0,0,amarillo3,propiedad,no,si,no,no,no,no,8442,8442,8442,8386,2,2
392,bob,no,0,0,morado1,propiedad,no,no,no,no,no,no,9086,9086,9086,9086,4,4
393,carla,no,0,0,azul1,propiedad,no,si,no,no,no,no,10335,10335,10335,10265,4,4
394,diego,no,0,0,naranja2,propiedad,no,si,no,no,no,no,8878,8878,8878,8842,1,1
395,elena,no,0,0,azul2,propiedad,no,no,no,no,no,no,9188,9188,9188,9188,3,3
396,fernando,no,0,0,naranja1,propiedad,no,si,no,no,no,no,9627,9627,9627,9591,2,2
397,gema,no,0,0,suerte1,suerte,no,no,no,no,no,no,10278,10278,10278,10278,2,2
398,hugo,no,0,0,suerte6,suerte,no,no,no,no,no,no,9632,9632,9632,9632,5,5
399,irene,no,0,0,suerte4,suerte,no,no,no,no,no,no,9506,9506,9506,9506,3,3
400,javier,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,8282,8282,8282,8282,0,0
401,ana,no,0,0,suerte6,suerte,no,no,no,no,no,no,8386,8386,8386,8386,2,2
402,bob,no,0,0,gris1,propiedad,no,si,no,no,no,no,9156,9156,9156,9136,4,4
403,carla,no,0,0,estacion1,estacion,no,si,no,no,no,no,10301,10301,10301,10261,4,4
404,diego,no,0,0,estacion3,estacion,no,si,no,no,no,no,8882,8882,8882,8842,1,1
405,elena,no,0,0,suerte2,suerte,no,no,no,no,no,no,9188,9188,9188,9188,3,3
406,fernando,no,0,0,rojo1,propiedad,no,si,no,no,no,no,9591,9591,9591,9547,2,2
407,gema,no,0,0,gris3,propiedad,no,si,no,no,no,no,10278,10278,10278,10254,2,2
408,hugo,no,0,0,suerte1,suerte,no,no,no,no,no,no,9632,9632,9632,9632,5,5
409,irene,no,0,0,verde2,propiedad,no,no,no,no,no,no,9550,9550,9550,9550,3,3
410,javier,no,0,0,rosa3,propiedad,no,si,no,no,no,no,8282,8282,8282,8250,0,0
411,ana,no,0,0,impuesto1,impuesto,no,no,si,no,no,no,8426,8426,8426,8226,2,2
412,bob,no,0,0,rosa1,propiedad,no,si,no,no,no,no,9180,9180,9180,9152,4,4
413,carla,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,10261,10261,10261,10261,4,4
414,diego,no,0,0,verde1,propiedad,no,si,no,no,no,no,8842,8842,8842,8782,1,1
415,elena,no,0,0,rosa2,propiedad,no,si,no,no,no,no,9248,9248,9248,9220,3,3
416,fernando,no,0,0,verde2,propiedad,no,si,no,no,no,no,9547,9547,9547,9487,2,2
417,gema,no,0,0,estacion2,estacion,no,si,no,no,no,no,10314,10314,10314,10274,2,2
418,hugo,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,9660,9660,9660,9660,5,5
419,irene,no,0,0,estacion4,estacion,no,si,no,no,no,no,9610,9610,9610,9570,3,3
420,javier,no,0,0,amarillo1,propiedad,no,si,no,no,no,no,8250,8250,8250,8198,0,0
421,ana,no,0,0,rosa2,propiedad,no,si,no,no,no,no,8226,8226,8226,8198,2,2
422,bob,no,0,0,rosa2,propiedad,no,si,no,no,no,no,9152,9152,9152,9124,4,4
423,carla,no,0,0,parking,parking,no,no,no,si,no,no,10261,10261,10261,10585,4,4
424,diego,no,0,0,salida,salida,no,no,no,no,no,no,8782,8782,8782,8782,1,1
425,elena,no,0,0,suerte4,suerte,no,no,no,no,no,no,9260,9260,9260,9260,3,3
426,fernando,no,0,0,morado2,propiedad,no,si,no,no,no,no,9527,9527,9527,9515,2,2
427,gema,no,0,0,rojo2,propiedad,no,si,no,no,no,no,10330,10330,10330,10286,2,2
428,hugo,no,0,0,suerte3,suerte,no,no,no,no,no,no,9724,9724,9724,9724,5,5
429,irene,no,0,0,morado2,propiedad,no,si,no,no,no,no,9570,9570,9570,9558,3,3
430,javier,no,0,0,estacion4,estacion,no,si,no,no,no,no,8198,8198,8198,8158,0,0
431,ana,no,0,0,suerte3,suerte,no,no,no,no,no,no,8198,8198,8198,8198,2,2
432,bob,no,0,0,estacion3,estacion,no,si,no,no,no,no,9124,9124,9124,9084,4,4
433,carla,no,0,0,impuesto3,impuesto,no,no,si,no,no,no,10585,10585,10585,10485,4,4
434,diego,no,0,0,suerte2,suerte,no,no,no,no,no,no,8782,8782,8782,8782,1,1
435,elena,no,0,0,impuesto3,impuesto,no,no,si,no,no,no,9300,9300,9300,9200,3,3
436,fernando,no,0,0,impuesto2,impuesto,no,no,si,no,no,no,9559,9559,9559,9409,2,2
437,gema,no,0,0,impuesto3,impuesto,no,no,si,no,no,no,10286,10286,10286,10186,2,2
438,hugo,no,0,0,rojo2,propiedad,no,si,no,no,no,no,9736,9736,9736,9692,5,5
439,irene,no,0,0,gris3,propiedad,no,no,no,no,no,no,9558,9558,9558,9558,3,3
440,javier,no,0,0,gris1,propiedad,no,si,no,no,no,no,8158,8158,8158,8138,0,0
441,ana,no,0,0,amarillo1,propiedad,no,si,no,no,no,no,8238,8238,8238,8186,2,2
442,bob,no,0,0,verde1,propiedad,no,si,no,no,no,no,9084,9084,9084,9024,4,4
443,carla,no,0,0,suerte6,suerte,no,no,no,no,no,no,10485,10485,10485,10485,4,4
444,diego,no,0,0,rosa3,propiedad,no,si,no,no,no,no,8782,8782,8782,8750,1,1
445,elena,no,0,0,suerte5,suerte,no,no,no,no,no,no,9260,9260,9260,9260,3,3
446,fernando,no,0,0,naranja3,propiedad,no,si,no,no,no,no,9453,9453,9453,9413,2,2
447,gema,no,0,0,suerte6,suerte,no,no,no,no,no,no,10218,10218,10218,10218,2,2
448,hugo,no,0,0,amarillo3,propiedad,no,si,no,no,no,no,9744,9744,9744,9688,5,5
449,irene,no,0,0,rosa2,propiedad,no,si,no,no,no,no,9578,9578,9578,9550,3,3
450,javier,no,0,0,naranja2,propiedad,no,si,no,no,no,no,8138,8138,8138,8102,0,0
451,ana,no,0,0,verde3,propiedad,no,si,no,no,no,no,8226,8226,8226,8162,2,2
452,bob,no,0,0,suerte6,suerte,no,no,no,no,no,no,9080,9080,9080,9080,4,4
453,carla,no,0,0,salida,salida,no,no,no,no,no,no,10585,10585,10585,10585,4,4
454,diego,no,0,0,parking,parking,no,no,no,si,no,no,8750,8750,8750,9137,1,1
455,elena,no,0,0,morado2,propiedad,no,si,no,no,no,no,9260,9260,9260,9248,3,3
456,fernando,no,0,0,rojo2,propiedad,no,no,no,no,no,no,9413,9413,9413,9413,2,2
457,gema,no,0,0,estacion1,estacion,no,si,no,no,no,no,10246,10246,10246,10206,2,2
458,hugo,no,0,0,salida,salida,no,no,no,no,no,no,9700,9700,9700,9700,5,5
459,irene,no,0,0,naranja3,propiedad,no,si,no,no,no,no,9550,9550,9550,9510,3,3
460,javier,no,0,0,rojo2,propiedad,no,si,no,no,no,no,8102,8102,8102,8058,0,0
461,ana,no,0,0,morado1,propiedad,no,si,no,no,no,no,8202,8202,8202,8190,2,2
462,bob,no,0,0,impuesto4,impuesto,no,no,si,no,no,no,9092,9092,9092,8992,4,4
463,carla,no,0,0,gris3,propiedad,no,si,no,no,no,no,10585,10585,10585,10561,4,4
464,diego,no,0,0,amarillo2,propiedad,no,si,no,no,no,no,9177,9177,9177,9125,1,1
465,elena,no,0,0,rosa1,propiedad,no,si,no,no,no,no,9248,9248,9248,9220,3,3
466,fernando,no,0,0,amarillo3,propiedad,no,si,no,no,no,no,9457,9457,9457,9401,2,2
467,gema,no,0,0,estacion2,estacion,no,si,no,no,no,no,10206,10206,10206,10166,2,2
468,hugo,no,0,0,gris2,propiedad,no,si,no,no,no,no,9780,9780,9780,9760,5,5
469,irene,no,0,0,rojo2,propiedad,no,si,no,no,no,no,9534,9534,9534,9490,3,3
470,javier,no,0,0,amarillo3,propiedad,no,si,no,no,no,no,8058,8058,8058,8002,0,0
471,ana,no,0,0,gris2,propiedad,no,si,no,no,no,no,8190,8190,8190,8170,2,2
472,bob,no,0,0,suerte2,suerte,no,no,no,no,no,no,9104,9104,9104,9104,4,4
473,carla,no,0,0,estacion2,estacion,no,si,no,no,no,no,10601,10601,10601,10561,4,4
474,diego,no,0,0,suerte5,suerte,no,no,no,no,no,no,9125,9125,9125,9125,1,1
475,elena,no,0,0,suerte4,suerte,no,no,no,no,no,no,9220,9220,9220,9220,3,3
476,fernando,no,0,0,suerte5,suerte,no,no,no,no,no,no,9525,9525,9525,9525,2,2
477,gema,no,0,0,rojo1,propiedad,no,si,no,no,no,no,10166,10166,10166,10122,2,2
478,hugo,no,0,0,rosa2,propiedad,no,si,no,no,no,no,9760,9760,9760,9732,5,5
479,irene,no,0,0,amarillo1,propiedad,no,si,no,no,no,no,9490,9490,9490,9438,3,3
480,javier,no,0,0,azul2,propiedad,no,si,no,no,no,no,8002,8002,8002,7922,0,0
481,ana,no,0,0,estacion2,estacion,no,si,no,no,no,no,8170,8170,8170,8130,2,2
482,bob,no,0,0,rosa3,propiedad,no,si,no,no,no,no,9148,9148,9148,9116,4,4
483,carla,no,0,0,suerte4,suerte,no,no,no,no,no,no,10561,10561,10561,10561,4,4
484,diego,no,0,0,suerte6,suerte,no,no,no,no,no,no,9125,9125,9125,9125,1,1
485,elena,no,0,0,impuesto3,impuesto,no,no,si,no,no,no,9300,9300,9300,9200,3,3
486,fernando,no,0,0,suerte1,suerte,no,no,no,no,no,no,9565,9565,9565,9565,2,2
487,gema,no,0,0,amarillo2,propiedad,no,si,no,no,no,no,10182,10182,10182,10130,2,2
488,hugo,no,0,0,parking,parking,no,no,no,si,no,no,9836,9836,9836,10129,5,5
489,irene,no,0,0,amarillo3,propiedad,no,si,no,no,no,no,9438,9438,9438,9382,3,3
490,javier,no,0,0,suerte2,suerte,no,no,no,no,no,no,7922,7922,7922,7922,0,0
491,ana,no,0,0,parking,parking,no,no,no,si,no,no,8130,8130,8130,8277,2,2
492,bob,no,0,0,parking,parking,no,no,no,si,no,no,9172,9172,9172,9245,4,4
493,carla,no,0,0,verde1,propiedad,no,si,no,no,no,no,10561,10561,10561,10501,4,4
494,diego,no,0,0,impuesto1,impuesto,no,no,si,no,no,no,9125,9125,9125,8925,1,1
495,elena,no,0,0,suerte6,suerte,no,no,no,no,no,no,9260,9260,9260,9260,3,3
496,fernando,no,0,0,rosa1,propiedad,no,si,no,no,no,no,9565,9565,9565,9537,2,2
497,gema,no,0,0,visita_carcel,visita_carcel,no,no,no,no,no,no,10130,10130,10130,10130,2,2
498,hugo,no,0,0,verde1,propiedad,no,si,no,no,no,no,10157,10157,10157,10097,5,5
499,irene,no,0,0,impuesto4,impuesto,no,no,si,no,no,no,9382,9382,9382,9282,3,3
500,javier,no,0,0,impuesto2,impuesto,no,no,si,no,no,no,7922,7922,7922,7772,0,0
